validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,nevoa_umida,vis_setor,vis_setor_dir,pancada,chuvisco,nevoeiro
"['16:00', '30/07']",30/07 16:00,150,12,,9999,NIL,2,25,21,1021,79,,,,,,,,,
"['17:00', '30/07']",30/07 17:00,150,14,,9999,NIL,2,24,21,1020,83,,,,,,,,,
"['18:00', '30/07']",30/07 18:00,150,14,,9999,NIL,2,24,21,1020,83,,,,,,,,,
"['19:00', '30/07']",30/07 19:00,170,14,,9999,NIL,3,24,20,1021,78,,,,,,,,,
"['20:00', '30/07']",30/07 20:00,180,12,,9999,NIL,3,23,20,1021,83,,,,,,,,,
"['21:00', '30/07']",30/07 21:00,190,8,,9999,NIL,3,23,20,1021,83,,,,,,,,,
"['22:00', '30/07']",30/07 22:00,140,13,,9999,2500,5,23,21,1021,89,,,,,,,,,
"['23:00', '30/07']",30/07 23:00,140,15,,9999,3000,5,23,20,1022,83,,,,,,,,,
"['00:00', '31/07']",31/07 00:00,130,13,,9999,3000,5,23,20,1022,83,,,,,,,,,
"['01:00', '31/07']",31/07 01:00,140,15,NIL,9999,3500,5,23,20,1022,83,,NIL,,NIL,,,,,
"['02:00', '31/07']",31/07 02:00,140,16,NIL,9999,2000,8,23,20,1022,83,,NIL,,NIL,,,,,
"['03:00', '31/07']",31/07 03:00,140,15,NIL,9999,2000,8,23,20,1023,83,,NIL,,NIL,,,,,
"['04:00', '31/07']",31/07 04:00,140,12,NIL,9999,2000,8,23,20,1022,83,,NIL,,NIL,,,,,
"['04:30', '31/07']",31/07 04:30,140,15,26,4500,1500,8,23,20,1022,83,,1,,NIL,,,,,
"['05:00', '31/07']",31/07 05:00,140,14,NIL,6000,1500,8,21,20,1022,94,,1,,NIL,,,,,
"['05:20', '31/07']",31/07 05:20,130,9,NIL,4500,1200,8,21,20,1022,94,,1,,NIL,,,,,
"['05:35', '31/07']",31/07 05:35,130,9,NIL,9000,1200,8,22,20,1022,88,,1,,NIL,,,,,
"['06:00', '31/07']",31/07 06:00,140,8,NIL,7000,1200,8,22,20,1022,88,,1,,NIL,,,,,
"['07:00', '31/07']",31/07 07:00,160,11,NIL,9000,1200,8,22,20,1022,88,,1,,NIL,,,,,
"['08:00', '31/07']",31/07 08:00,200,10,20,5000,1000,8,20,20,1022,100,,1,,NIL,,,,,
"['09:00', '31/07']",31/07 09:00,140,10,NIL,8000,1200,8,21,19,1023,88,,1,,NIL,,,,,
"['10:00', '31/07']",31/07 10:00,170,17,28,5000,1000,8,20,19,1024,94,,1,,1,,,,,
"['11:00', '31/07']",31/07 11:00,180,13,NIL,5000,900,8,20,19,1025,94,,1,,1,,,,,
"['11:30', '31/07']",31/07 11:30,200,7,NIL,9000,4000,8,21,20,1025,94,,NIL,,NIL,,,,,
"['12:00', '31/07']",31/07 12:00,170,11,NIL,5000,1300,8,21,20,1026,94,,1,,1,,,,,
"['13:00', '31/07']",31/07 13:00,160,13,NIL,9000,1700,8,21,19,1026,88,,1,,NIL,,,,,
"['13:30', '31/07']",31/07 13:30,160,9,NIL,5000,700,8,21,20,1026,94,,1,,1,,,,,
"['14:00', '31/07']",31/07 14:00,160,13,NIL,5000,900,8,20,20,1026,100,,1,,1,,,,,
"['15:00', '31/07']",31/07 15:00,140,13,NIL,5000,1300,8,21,19,1026,88,,1,,1,,,,,
"['16:00', '31/07']",31/07 16:00,140,16,NIL,5000,1300,8,20,19,1025,94,,1,,1,,,,,
"['17:00', '31/07']",31/07 17:00,120,9,NIL,5000,1300,8,21,19,1025,88,,1,,1,,,,,
"['18:00', '31/07']",31/07 18:00,230,4,NIL,9000,2700,8,21,19,1024,88,,1,,NIL,,,,,
"['19:00', '31/07']",31/07 19:00,170,11,NIL,9999,6000,8,23,18,1024,73,,NIL,,NIL,,,,,
"['20:00', '31/07']",31/07 20:00,150,12,NIL,9999,6000,5,23,18,1025,73,,NIL,,NIL,,,,,
"['21:00', '31/07']",31/07 21:00,150,11,NIL,9999,7000,8,22,18,1025,78,,NIL,,NIL,,,,,
"['22:00', '31/07']",31/07 22:00,150,11,22,5000,3000,8,23,18,1026,73,,1,,NIL,,,,,
"['23:00', '31/07']",31/07 23:00,160,10,NIL,9999,5000,8,22,17,1026,73,,NIL,,NIL,,,,,
"['00:00', '01/08']",01/08 00:00,150,9,NIL,9999,7000,8,22,17,1026,73,,NIL,,NIL,,,,,
"['01:00', '01/08']",01/08 01:00,120,12,,9999,5000,8,21,17,1027,78,,NIL,,NIL,,,,,
"['02:00', '01/08']",01/08 02:00,160,10,,6000,3000,5,20,17,1027,83,,1,,NIL,,,,,
"['03:00', '01/08']",01/08 03:00,330,4,,9999,5000,5,19,17,1026,88,,NIL,,NIL,,,,,
"['04:00', '01/08']",01/08 04:00,290,4,,6000,5000,5,19,17,1026,88,,1,,NIL,,,,,
"['05:00', '01/08']",01/08 05:00,290,3,,9999,5000,5,18,18,1025,100,,NIL,,NIL,,,,,
"['06:00', '01/08']",01/08 06:00,240,5,,5000,2000,5,18,18,1024,100,,1,,1,,,,,
"['07:00', '01/08']",01/08 07:00,300,5,,4000,2000,5,18,18,1024,100,,1,,1,,,,,
"['08:00', '01/08']",01/08 08:00,280,6,,4000,2000,5,18,18,1025,100,,1,,1,,,,,
"['09:00', '01/08']",01/08 09:00,340,4,,5000,2000,5,18,18,1025,100,,1,,1,,,,,
"['10:00', '01/08']",01/08 10:00,290,4,,9000,2500,5,18,18,1026,100,,1,,NIL,,,,,
"['11:00', '01/08']",01/08 11:00,270,5,,9999,2500,5,19,18,1026,94,,NIL,,NIL,,,,,
"['12:00', '01/08']",01/08 12:00,320,4,,9999,3000,5,20,18,1027,88,,NIL,,NIL,,,,,
"['13:00', '01/08']",01/08 13:00,230,5,,9999,2500,5,21,17,1027,78,,NIL,,NIL,,,,,
"['14:00', '01/08']",01/08 14:00,240,3,,9999,5000,5,21,18,1026,83,,NIL,,NIL,,,,,
"['15:00', '01/08']",01/08 15:00,210,5,,9999,5000,5,22,18,1025,78,,NIL,,NIL,,,,,
"['16:00', '01/08']",01/08 16:00,160,4,,9999,NIL,3,23,19,1024,78,,NIL,,NIL,,,,,
"['17:00', '01/08']",01/08 17:00,130,8,,9999,7000,5,24,18,1023,69,,NIL,,NIL,,,,,
"['18:00', '01/08']",01/08 18:00,150,10,,9999,7500,5,23,18,1023,73,,NIL,,NIL,,,,,
"['19:00', '01/08']",01/08 19:00,210,8,,9999,6500,5,22,18,1023,78,,NIL,,NIL,,,,,
"['20:00', '01/08']",01/08 20:00,180,9,,8000,6500,8,21,18,1024,83,,NIL,,NIL,,,,,
"['21:00', '01/08']",01/08 21:00,220,5,,9999,6500,5,19,18,1024,94,,NIL,,NIL,,,,,
"['22:00', '01/08']",01/08 22:00,250,3,,9999,2100,5,19,18,1024,94,,NIL,,NIL,,,,,
"['23:00', '01/08']",01/08 23:00,250,3,,9999,4500,8,20,18,1025,88,,NIL,,NIL,,,,,
"['00:00', '02/08']",02/08 00:00,280,4,,9999,2000,8,19,18,1025,94,,NIL,,NIL,,,,,
"['01:00', '02/08']",02/08 01:00,230,8,,8000,3000,8,19,18,1025,94,,NIL,,,,,,,
"['02:00', '02/08']",02/08 02:00,0,0,,5000,800,8,19,18,1025,94,,1,,,,,,,
"['03:00', '02/08']",02/08 03:00,270,2,,8000,2000,8,19,18,1025,94,,1,,,,,,,
