validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,pancada
"['07:00', '09/08']",09/08 07:00,190,5,NIL,9999,NIL,,6000,5,23,21,1019,89,,NIL,NIL
"['07:07', '09/08']",09/08 07:07,140,12,NIL,3000,1,,1700,5,22,21,1020,94,,NIL,NIL
"['07:20', '09/08']",09/08 07:20,170,10,NIL,6000,1,,1700,5,22,21,1019,94,,NIL,NIL
"['08:00', '09/08']",09/08 08:00,160,7,NIL,9000,NIL,,1700,5,23,20,1019,83,,NIL,NIL
"['08:42', '09/08']",09/08 08:42,100,12,NIL,5000,1,,2000,5,22,21,1020,94,,24,1
"['09:00', '09/08']",09/08 09:00,110,10,NIL,8000,1,,1700,5,22,21,1020,94,,NIL,1
"['10:00', '09/08']",09/08 10:00,110,10,NIL,8000,NIL,,5000,5,24,21,1020,83,,NIL,NIL
"['11:00', '09/08']",09/08 11:00,70,4,NIL,8000,NIL,,1800,5,23,21,1021,89,,NIL,NIL
"['12:00', '09/08']",09/08 12:00,100,10,NIL,9999,NIL,,6000,5,25,21,1021,79,,NIL,NIL
"['13:00', '09/08']",09/08 13:00,110,11,NIL,9999,NIL,,6000,5,26,21,1021,74,,NIL,NIL
"['14:00', '09/08']",09/08 14:00,100,12,NIL,9999,NIL,,NIL,3,27,22,1021,74,,NIL,NIL
"['15:00', '09/08']",09/08 15:00,110,10,NIL,9999,NIL,,NIL,3,27,21,1020,70,,NIL,NIL
"['16:00', '09/08']",09/08 16:00,80,12,NIL,9999,NIL,,2000,5,25,22,1020,83,,NIL,NIL
"['17:00', '09/08']",09/08 17:00,90,9,NIL,9999,NIL,,6000,5,26,21,1019,74,,NIL,NIL
"['18:00', '09/08']",09/08 18:00,100,11,NIL,9999,NIL,,NIL,3,27,20,1018,66,,NIL,NIL
"['19:00', '09/08']",09/08 19:00,110,11,NIL,9999,NIL,,NIL,3,26,20,1018,70,,NIL,NIL
"['20:00', '09/08']",09/08 20:00,110,9,NIL,9999,NIL,,NIL,3,26,20,1019,70,,NIL,NIL
"['21:00', '09/08']",09/08 21:00,120,7,NIL,9999,NIL,,6000,5,25,20,1019,74,,NIL,NIL
"['22:00', '09/08']",09/08 22:00,110,14,115,5000,1,,1700,5,24,21,1019,83,,NIL,NIL
"['23:00', '09/08']",09/08 23:00,110,9,NIL,9999,NIL,,6000,5,25,20,1019,74,,NIL,NIL
"['00:00', '10/08']",10/08 00:00,120,9,120,9999,NIL,,7000,5,25,20,1019,74,,NIL,NIL
"['01:00', '10/08']",10/08 01:00,110,11,NIL,9999,,,7000,5,25,20,1020,74,,,
"['02:00', '10/08']",10/08 02:00,120,9,NIL,9999,,,NIL,3,25,19,1020,69,,,
"['03:00', '10/08']",10/08 03:00,120,7,115,9999,,,NIL,3,25,19,1019,69,,,
"['04:00', '10/08']",10/08 04:00,150,6,NIL,9999,,,NIL,3,24,20,1019,78,,,
"['05:00', '10/08']",10/08 05:00,100,6,NIL,9999,,,7000,5,24,20,1018,78,,,
"['06:00', '10/08']",10/08 06:00,110,5,NIL,9999,,,NIL,3,24,20,1018,78,,,
"['07:00', '10/08']",10/08 07:00,110,8,NIL,9999,,,7000,5,24,20,1018,78,,,
"['08:00', '10/08']",10/08 08:00,100,7,NIL,9999,,,7000,5,24,20,1018,78,,,
"['09:00', '10/08']",10/08 09:00,100,6,NIL,9999,,,NIL,3,24,20,1018,78,,,
"['10:00', '10/08']",10/08 10:00,100,7,NIL,9999,,,NIL,2,25,20,1018,74,,,
"['11:00', '10/08']",10/08 11:00,110,5,NIL,9999,,,NIL,2,25,20,1019,74,,,
"['12:00', '10/08']",10/08 12:00,110,7,NIL,9999,,,NIL,2,26,19,1019,65,,,
"['13:00', '10/08']",10/08 13:00,110,7,NIL,9999,,,NIL,2,26,20,1019,70,,,
"['14:00', '10/08']",10/08 14:00,120,7,110,9999,,,NIL,2,27,20,1019,66,,,
"['15:00', '10/08']",10/08 15:00,150,8,130,9999,,,NIL,2,27,20,1018,66,,,
"['16:00', '10/08']",10/08 16:00,150,8,140,9999,,,NIL,3,27,20,1017,66,,,
"['17:00', '10/08']",10/08 17:00,140,10,NIL,9999,,,NIL,3,26,21,1017,74,,,
"['18:00', '10/08']",10/08 18:00,140,10,NIL,9999,,,NIL,3,26,20,1016,70,,,
"['19:00', '10/08']",10/08 19:00,140,10,NIL,9999,,,NIL,3,26,21,1016,74,,,
"['20:00', '10/08']",10/08 20:00,140,8,NIL,9999,,,NIL,3,25,20,1017,74,,,
"['21:00', '10/08']",10/08 21:00,130,7,NIL,9999,,,NIL,3,25,21,1017,79,,,
"['22:00', '10/08']",10/08 22:00,60,7,NIL,8000,,,5000,5,23,21,1017,89,,,
"['23:00', '10/08']",10/08 23:00,0,0,NIL,9999,,,NIL,3,22,21,1017,94,,,
"['00:00', '11/08']",11/08 00:00,100,2,NIL,9999,,,NIL,3,23,22,1017,94,,,
"['01:00', '11/08']",11/08 01:00,120,5,NIL,9999,,,NIL,3,24,21,1018,83,,,
"['02:00', '11/08']",11/08 02:00,120,6,NIL,9999,,,NIL,3,24,21,1018,83,,,
"['03:00', '11/08']",11/08 03:00,90,3,NIL,9999,,,6000,5,23,21,1017,89,,,
"['04:00', '11/08']",11/08 04:00,100,7,NIL,9999,,,5000,5,24,21,1017,83,,,
"['05:00', '11/08']",11/08 05:00,100,4,NIL,9999,,,6000,5,24,21,1016,83,,,
"['06:00', '11/08']",11/08 06:00,90,6,NIL,9999,,,NIL,3,23,21,1016,89,,,
"['07:00', '11/08']",11/08 07:00,320,2,NIL,9999,,,NIL,3,22,21,1016,94,,,
"['08:00', '11/08']",11/08 08:00,50,5,NIL,9999,,,NIL,3,22,21,1016,94,,,
"['09:00', '11/08']",11/08 09:00,330,2,NIL,9999,,,NIL,3,22,21,1017,94,,,
"['10:00', '11/08']",11/08 10:00,290,3,300,9999,,,NIL,2,23,21,1017,89,,,
"['11:00', '11/08']",11/08 11:00,340,3,165,9999,,,NIL,3,24,22,1017,89,,,
"['12:00', '11/08']",11/08 12:00,70,4,75,9999,,,NIL,3,26,22,1018,79,,,
"['13:00', '11/08']",11/08 13:00,100,7,90,9999,,,NIL,3,26,22,1018,79,,,
"['14:00', '11/08']",11/08 14:00,100,9,NIL,9999,,,NIL,3,27,21,1018,70,,,
"['15:00', '11/08']",11/08 15:00,90,11,NIL,9999,,,NIL,3,28,21,1017,66,,,
"['16:00', '11/08']",11/08 16:00,90,11,NIL,9999,,,NIL,3,27,21,1017,70,,,
"['17:00', '11/08']",11/08 17:00,90,10,NIL,9999,,,NIL,3,27,21,1016,70,,,
"['18:00', '11/08']",11/08 18:00,100,10,NIL,9999,,,NIL,3,27,21,1016,70,,,
"['19:00', '11/08']",11/08 19:00,110,9,NIL,9999,,,NIL,3,26,21,1016,74,,,
"['20:00', '11/08']",11/08 20:00,90,8,NIL,9999,,,NIL,3,26,21,1016,74,,,
"['21:00', '11/08']",11/08 21:00,90,7,NIL,9999,,,NIL,3,26,21,1016,74,,,
"['22:00', '11/08']",11/08 22:00,110,9,NIL,9999,,,NIL,3,25,20,1016,74,,,
"['23:00', '11/08']",11/08 23:00,110,8,NIL,9999,,,NIL,3,25,20,1017,74,,,
"['00:00', '12/08']",12/08 00:00,110,7,NIL,9999,,,NIL,3,25,20,1017,74,,,
"['01:00', '12/08']",12/08 01:00,120,9,NIL,9999,NIL,,NIL,3,25,20,1017,74,,NIL,
"['02:00', '12/08']",12/08 02:00,130,8,NIL,9999,NIL,,NIL,3,25,20,1017,74,,NIL,
"['03:00', '12/08']",12/08 03:00,130,7,NIL,9999,NIL,,NIL,3,25,20,1017,74,,NIL,
"['04:00', '12/08']",12/08 04:00,130,8,NIL,9999,NIL,,NIL,3,25,20,1017,74,,NIL,
"['05:00', '12/08']",12/08 05:00,140,7,NIL,9999,NIL,,NIL,3,25,21,1016,79,,NIL,
"['06:00', '12/08']",12/08 06:00,110,7,NIL,9999,NIL,,NIL,3,25,20,1016,74,,NIL,
"['07:00', '12/08']",12/08 07:00,130,7,NIL,9999,NIL,,NIL,3,25,20,1016,74,,NIL,
"['08:00', '12/08']",12/08 08:00,120,7,NIL,9999,NIL,,6000,5,25,20,1016,74,,NIL,
"['09:00', '12/08']",12/08 09:00,120,6,NIL,9999,NIL,,NIL,3,25,20,1016,74,,NIL,
"['10:00', '12/08']",12/08 10:00,130,8,130,9999,NIL,,NIL,3,25,20,1016,74,,NIL,
"['11:00', '12/08']",12/08 11:00,110,8,NIL,9999,NIL,,1700,5,25,21,1017,79,,NIL,
"['12:00', '12/08']",12/08 12:00,110,11,NIL,9999,NIL,,5000,5,25,21,1018,79,,NIL,
"['13:00', '12/08']",12/08 13:00,130,6,NIL,8000,NIL,,1500,8,24,22,1018,89,,NIL,
"['14:00', '12/08']",12/08 14:00,90,9,90,8000,NIL,,1700,5,25,23,1017,89,,NIL,
"['15:00', '12/08']",12/08 15:00,100,16,NIL,9999,NIL,,5000,5,26,21,1017,74,,NIL,
"['16:00', '12/08']",12/08 16:00,100,17,NIL,9999,NIL,,7000,5,27,20,1016,66,,NIL,
"['17:00', '12/08']",12/08 17:00,90,17,NIL,9999,NIL,,NIL,3,27,22,1015,74,,NIL,
"['18:00', '12/08']",12/08 18:00,70,15,NIL,9999,NIL,,NIL,3,27,21,1015,70,,NIL,
"['19:00', '12/08']",12/08 19:00,80,17,NIL,9999,NIL,,NIL,3,26,21,1015,74,,NIL,
"['20:00', '12/08']",12/08 20:00,60,12,NIL,9999,NIL,,NIL,3,25,21,1015,79,,NIL,
"['21:00', '12/08']",12/08 21:00,70,9,NIL,9999,NIL,,NIL,2,24,21,1016,83,,NIL,
"['22:00', '12/08']",12/08 22:00,100,9,NIL,9999,NIL,,NIL,3,24,21,1015,83,,NIL,
"['23:00', '12/08']",12/08 23:00,80,8,80,9999,NIL,,NIL,3,23,21,1016,89,,NIL,
"['00:00', '13/08']",13/08 00:00,100,10,NIL,9999,NIL,,6000,5,24,22,1016,89,,NIL,
"['00:12', '13/08']",13/08 00:12,80,16,NIL,5000,1,,1500,5,23,21,1016,89,,26,
"['00:30', '13/08']",13/08 00:30,60,9,NIL,9999,NIL,,1500,5,23,21,1017,89,,NIL,
"['01:00', '13/08']",13/08 01:00,80,9,,5000,1,,1500,5,24,22,1017,89,,NIL,
"['02:00', '13/08']",13/08 02:00,90,17,,4000,1,,1000,5,22,21,1017,94,,28,
"['02:12', '13/08']",13/08 02:12,70,6,,8000,1,,1500,5,23,22,1016,94,,NIL,
"['03:00', '13/08']",13/08 03:00,60,5,,9999,NIL,,6000,5,23,22,1016,94,,NIL,
"['04:00', '13/08']",13/08 04:00,120,8,,9999,NIL,,1700,5,25,21,1015,79,,NIL,
"['05:00', '13/08']",13/08 05:00,100,11,,9999,NIL,,1700,5,25,22,1015,83,,NIL,
"['06:00', '13/08']",13/08 06:00,100,12,,9999,NIL,,6000,5,25,21,1015,79,,NIL,
"['07:00', '13/08']",13/08 07:00,90,11,,9999,NIL,,6000,5,25,21,1015,79,,NIL,
"['07:15', '13/08']",13/08 07:15,90,14,,3000,1,,1000,5,23,20,1015,83,,28,
"['07:30', '13/08']",13/08 07:30,120,8,,8000,1,,1700,5,23,22,1015,94,,NIL,
"['08:00', '13/08']",13/08 08:00,100,11,,9999,NIL,,1700,5,24,21,1015,83,,NIL,
"['09:00', '13/08']",13/08 09:00,100,12,,9999,NIL,,1700,5,24,22,1016,89,,NIL,
"['10:00', '13/08']",13/08 10:00,100,11,,9999,NIL,,NIL,3,25,21,1017,79,,NIL,
"['11:00', '13/08']",13/08 11:00,100,12,,9999,NIL,,6000,5,26,22,1018,79,,NIL,
"['12:00', '13/08']",13/08 12:00,90,12,,9999,NIL,,6000,5,26,22,1018,79,,NIL,
"['13:00', '13/08']",13/08 13:00,90,14,,9999,NIL,,NIL,3,27,22,1018,74,,NIL,
"['14:00', '13/08']",13/08 14:00,90,12,,9999,NIL,,NIL,3,27,21,1018,70,,NIL,
"['15:00', '13/08']",13/08 15:00,90,13,,9999,NIL,,NIL,3,27,22,1018,74,,NIL,
"['16:00', '13/08']",13/08 16:00,90,14,,9999,NIL,,NIL,3,27,22,1017,74,,NIL,
"['17:00', '13/08']",13/08 17:00,70,13,,9999,NIL,,NIL,3,27,22,1016,74,,NIL,
"['18:00', '13/08']",13/08 18:00,80,13,,9999,NIL,,NIL,3,26,21,1015,74,,NIL,
"['19:00', '13/08']",13/08 19:00,90,14,,8000,NIL,,1700,8,25,21,1016,79,,24,
"['20:00', '13/08']",13/08 20:00,110,10,,9999,NIL,,6000,8,25,20,1016,74,,NIL,
"['21:00', '13/08']",13/08 21:00,90,12,,9999,NIL,,2000,8,25,20,1016,74,,NIL,
"['22:00', '13/08']",13/08 22:00,90,12,,9999,NIL,,2000,5,25,21,1017,79,,NIL,
"['23:00', '13/08']",13/08 23:00,90,8,,9999,NIL,,2000,5,25,20,1017,74,,NIL,
"['00:00', '14/08']",14/08 00:00,80,11,,9999,NIL,,NIL,3,25,21,////,79,,NIL,
"['01:00', '14/08']",14/08 01:00,70,11,,9999,,,NIL,3,25,21,1017,79,,,
"['02:00', '14/08']",14/08 02:00,10,5,,9999,,,6000,5,24,21,1017,83,,,
"['03:00', '14/08']",14/08 03:00,VRB,2,,9999,,,1700,5,23,22,1017,94,,,
"['04:00', '14/08']",14/08 04:00,80,9,,9999,,,6000,5,25,20,1016,74,,,
"['05:00', '14/08']",14/08 05:00,90,9,,9999,,,6000,5,25,20,1016,74,,,
"['06:00', '14/08']",14/08 06:00,90,10,,9999,,,6000,5,25,20,1015,74,,,
"['07:00', '14/08']",14/08 07:00,90,10,,9999,,,6000,5,25,20,1015,74,,,
"['08:00', '14/08']",14/08 08:00,80,10,,9999,,,6000,5,25,20,1015,74,,,
"['09:00', '14/08']",14/08 09:00,80,9,,9999,,,6000,5,25,20,1016,74,,,
"['10:00', '14/08']",14/08 10:00,30,4,,9999,,,7000,5,24,19,1016,74,,,
"['11:00', '14/08']",14/08 11:00,80,11,,9999,,,NIL,3,26,21,1017,74,,,
"['12:00', '14/08']",14/08 12:00,90,11,,9999,,,NIL,3,27,21,1017,70,,,
"['13:00', '14/08']",14/08 13:00,100,10,,9999,,,7000,5,26,20,1018,70,,,
"['14:00', '14/08']",14/08 14:00,100,9,,9999,,,7000,5,27,20,1017,66,,,
"['15:00', '14/08']",14/08 15:00,100,10,,9999,,,NIL,3,27,21,1016,70,,,
"['16:00', '14/08']",14/08 16:00,100,10,,9999,,,NIL,3,27,21,1016,70,,,
"['17:00', '14/08']",14/08 17:00,100,10,,9999,,,NIL,2,27,20,1015,66,,,
"['18:00', '14/08']",14/08 18:00,100,9,,9999,,,NIL,2,27,20,1014,66,,,
"['19:00', '14/08']",14/08 19:00,100,9,,9999,,,NIL,2,26,19,1014,65,,,
"['20:00', '14/08']",14/08 20:00,120,7,,9999,,,NIL,3,26,20,1015,70,,,
"['21:00', '14/08']",14/08 21:00,120,7,,9999,,,NIL,3,25,20,1015,74,,,
"['22:00', '14/08']",14/08 22:00,130,6,,9999,,,NIL,3,25,20,1016,74,,,
"['23:00', '14/08']",14/08 23:00,130,6,,9999,,,NIL,3,25,21,1016,79,,,
"['00:00', '15/08']",15/08 00:00,140,5,,9999,,,NIL,3,25,21,1017,79,,,
"['01:00', '15/08']",15/08 01:00,120,8,NIL,9999,NIL,,7000,5,25,21,1017,79,,,
"['02:00', '15/08']",15/08 02:00,120,7,130,9999,NIL,,7000,5,25,21,1016,79,,,
"['03:00', '15/08']",15/08 03:00,120,4,120,9999,NIL,,5000,5,25,21,1016,79,,,
"['04:00', '15/08']",15/08 04:00,140,8,NIL,9999,NIL,,2000,5,23,21,1015,89,,,
"['05:00', '15/08']",15/08 05:00,90,5,85,9999,NIL,,1700,5,24,22,1015,89,,,
"['06:00', '15/08']",15/08 06:00,VRB,2,NIL,9999,NIL,,1700,5,23,22,1014,94,,,
"['07:00', '15/08']",15/08 07:00,310,3,NIL,9999,NIL,,1700,5,22,22,1014,100,,,
"['08:00', '15/08']",15/08 08:00,0,0,NIL,9999,NIL,,7000,5,22,22,1015,100,,,
"['09:00', '15/08']",15/08 09:00,VRB,2,NIL,9999,NIL,,1700,5,22,21,1015,94,,,
"['10:00', '15/08']",15/08 10:00,VRB,2,NIL,9000,1,,NIL,3,23,22,1015,94,,,
"['11:00', '15/08']",15/08 11:00,10,6,NIL,8000,NIL,,1700,5,24,22,1016,89,,,
"['12:00', '15/08']",15/08 12:00,VRB,2,NIL,8000,NIL,,NIL,3,26,23,1016,84,,,
"['13:00', '15/08']",15/08 13:00,100,8,NIL,8000,NIL,,NIL,3,26,22,1016,79,,,
"['14:00', '15/08']",15/08 14:00,100,8,NIL,9999,NIL,,NIL,3,27,23,1015,79,,,
"['15:00', '15/08']",15/08 15:00,90,9,NIL,9999,NIL,,NIL,3,27,22,1015,74,,,
"['16:00', '15/08']",15/08 16:00,90,10,90,9999,NIL,,NIL,3,27,22,1014,74,,,
"['17:00', '15/08']",15/08 17:00,100,9,95,9999,NIL,,NIL,3,27,22,1013,74,,,
"['18:00', '15/08']",15/08 18:00,80,10,NIL,9999,NIL,,NIL,3,27,22,1013,74,,,
"['19:00', '15/08']",15/08 19:00,80,11,NIL,9999,NIL,,NIL,3,26,22,1013,79,,,
"['20:00', '15/08']",15/08 20:00,100,8,NIL,9999,NIL,,NIL,3,26,22,1013,79,,,
"['21:00', '15/08']",15/08 21:00,90,8,NIL,9999,NIL,,NIL,3,25,21,1013,79,,,
"['22:00', '15/08']",15/08 22:00,90,8,NIL,9999,NIL,,NIL,2,25,22,1014,83,,,
"['23:00', '15/08']",15/08 23:00,80,8,NIL,9999,NIL,,NIL,3,25,22,1014,83,,,
"['00:00', '16/08']",16/08 00:00,90,7,NIL,9999,NIL,,NIL,3,25,22,1015,83,,,
"['01:00', '16/08']",16/08 01:00,90,8,NIL,9999,,,NIL,3,25,22,1015,83,,,
"['02:00', '16/08']",16/08 02:00,90,7,NIL,9999,,,NIL,3,25,21,1016,79,,,
"['03:00', '16/08']",16/08 03:00,90,6,NIL,9999,,,NIL,3,25,22,1016,83,,,
"['04:00', '16/08']",16/08 04:00,100,4,NIL,9999,,,NIL,3,25,22,1015,83,,,
"['05:00', '16/08']",16/08 05:00,310,2,NIL,9999,,,NIL,3,23,22,1015,94,,,
"['06:00', '16/08']",16/08 06:00,280,2,NIL,9999,,,NIL,3,23,21,1014,89,,,
"['07:00', '16/08']",16/08 07:00,280,2,NIL,9999,,,NIL,3,22,21,1014,94,,,
"['08:00', '16/08']",16/08 08:00,260,1,NIL,9999,,,NIL,3,22,21,1015,94,,,
"['09:00', '16/08']",16/08 09:00,0,0,NIL,9999,,,NIL,3,22,21,1015,94,,,
"['10:00', '16/08']",16/08 10:00,0,0,NIL,9999,,,NIL,2,23,22,1016,94,,,
"['11:00', '16/08']",16/08 11:00,VRB,1,NIL,9999,,,NIL,2,26,22,1016,79,,,
"['12:00', '16/08']",16/08 12:00,90,6,100,9999,,,NIL,3,27,22,1017,74,,,
"['13:00', '16/08']",16/08 13:00,110,9,NIL,9999,,,7000,5,27,22,1017,74,,,
"['14:00', '16/08']",16/08 14:00,100,8,NIL,9999,,,NIL,3,27,22,1017,74,,,
"['15:00', '16/08']",16/08 15:00,100,10,NIL,9999,,,NIL,3,27,22,1016,74,,,
"['16:00', '16/08']",16/08 16:00,100,9,100,9999,,,NIL,3,27,23,1015,79,,,
"['17:00', '16/08']",16/08 17:00,110,13,NIL,9999,,,6000,5,27,23,1014,79,,,
"['18:00', '16/08']",16/08 18:00,120,9,NIL,9999,,,6000,5,26,22,1013,79,,,
"['19:00', '16/08']",16/08 19:00,110,4,NIL,9999,,,1700,5,26,22,1013,79,,,
"['20:00', '16/08']",16/08 20:00,90,8,NIL,9999,,,6000,5,25,22,1014,83,,,
"['21:00', '16/08']",16/08 21:00,110,8,NIL,9999,,,6000,5,25,22,1014,83,,,
"['22:00', '16/08']",16/08 22:00,60,12,NIL,9999,,,6000,5,26,22,1015,79,,,
"['23:00', '16/08']",16/08 23:00,70,15,NIL,9999,,,6000,5,26,22,1015,79,,,
"['00:00', '17/08']",17/08 00:00,80,12,NIL,9999,,,NIL,3,25,22,1016,83,,,
"['01:00', '17/08']",17/08 01:00,80,12,NIL,9999,,,NIL,3,25,21,1016,79,,,
"['02:00', '17/08']",17/08 02:00,80,10,NIL,9999,,,NIL,3,25,22,1016,83,,,
"['03:00', '17/08']",17/08 03:00,70,10,NIL,9999,,,NIL,3,25,21,1016,79,,,
"['04:00', '17/08']",17/08 04:00,70,11,NIL,9999,,,NIL,3,25,21,1015,79,,,
"['05:00', '17/08']",17/08 05:00,70,11,NIL,9999,,,2000,5,25,21,1015,79,,,
"['06:00', '17/08']",17/08 06:00,80,12,NIL,9999,,,NIL,3,25,21,1015,79,,,
"['07:00', '17/08']",17/08 07:00,80,9,NIL,9999,,,NIL,3,25,21,1015,79,,,
"['08:00', '17/08']",17/08 08:00,80,8,NIL,9999,,,NIL,3,24,21,1015,83,,,
"['09:00', '17/08']",17/08 09:00,90,8,NIL,9999,,,NIL,3,25,21,1016,79,,,
"['10:00', '17/08']",17/08 10:00,80,11,NIL,9999,,,NIL,3,26,21,1016,74,,,
"['11:00', '17/08']",17/08 11:00,90,11,NIL,9999,,,NIL,3,26,21,1017,74,,,
"['12:00', '17/08']",17/08 12:00,90,9,NIL,9999,,,NIL,3,27,21,1018,70,,,
"['13:00', '17/08']",17/08 13:00,80,11,NIL,9999,,,NIL,3,27,22,1018,74,,,
"['14:00', '17/08']",17/08 14:00,70,11,NIL,9999,,,NIL,3,27,21,1017,70,,,
"['15:00', '17/08']",17/08 15:00,90,10,NIL,9999,,,NIL,3,23,20,1017,83,,,
"['16:00', '17/08']",17/08 16:00,90,11,NIL,9999,,,NIL,3,27,20,1016,66,,,
"['17:00', '17/08']",17/08 17:00,90,8,85,9999,,,NIL,2,27,20,1015,66,,,
"['18:00', '17/08']",17/08 18:00,100,8,NIL,9999,,,NIL,2,27,21,1014,70,,,
"['19:00', '17/08']",17/08 19:00,100,10,NIL,9999,,,NIL,2,26,20,1014,70,,,
"['20:00', '17/08']",17/08 20:00,100,9,NIL,9999,,,NIL,2,26,20,1014,70,,,
"['21:00', '17/08']",17/08 21:00,100,7,NIL,9999,,,NIL,2,26,20,1014,70,,,
"['22:00', '17/08']",17/08 22:00,110,7,NIL,9999,,,NIL,2,26,20,1015,70,,,
"['23:00', '17/08']",17/08 23:00,110,7,NIL,9999,,,NIL,3,26,20,1016,70,,,
"['00:00', '18/08']",18/08 00:00,110,6,NIL,9999,,,NIL,2,25,20,1016,74,,,
"['01:00', '18/08']",18/08 01:00,110,7,NIL,9999,NIL,,NIL,2,25,20,1016,74,NIL,NIL,
"['02:00', '18/08']",18/08 02:00,120,5,NIL,9999,NIL,,NIL,2,25,20,1016,74,NIL,NIL,
"['03:00', '18/08']",18/08 03:00,110,7,NIL,9999,NIL,,NIL,3,25,20,1016,74,NIL,NIL,
"['04:00', '18/08']",18/08 04:00,80,11,NIL,9999,NIL,,6000,5,24,21,1015,83,NIL,NIL,
"['05:00', '18/08']",18/08 05:00,90,7,NIL,9999,NIL,,7000,5,25,20,1014,74,NIL,NIL,
"['06:00', '18/08']",18/08 06:00,100,6,NIL,9999,NIL,,NIL,3,25,20,1014,74,NIL,NIL,
"['07:00', '18/08']",18/08 07:00,100,4,NIL,9999,NIL,,NIL,3,25,30,1014,100,NIL,NIL,
